Results Table 1


Results Table 2


1,Time,Displacement,Force
"","180.0000","5.9987","1.8216"
"","181.0000","6.0319","1.8209"
"","182.0000","6.0654","1.8203"
"","183.0000","6.0985","1.8193"
"","184.0000","6.1319","1.8184"
"","185.0000","6.1652","1.8174"
"","186.0000","6.1985","1.8166"
"","187.0000","6.2320","1.8155"
"","188.0000","6.2652","1.8143"
"","189.0000","6.2986","1.8132"
"","190.0000","6.3320","1.8120"
"","191.0000","6.3653","1.8107"
"","192.0000","6.3987","1.8095"
"","193.0000","6.4319","1.8080"
"","194.0000","6.4652","1.8065"
"","195.0000","6.4988","1.8053"
"","196.0000","6.5320","1.8036"
"","197.0000","6.5654","1.8021"
"","198.0000","6.5988","1.8007"
"","199.0000","6.6321","1.7990"
"","200.0000","6.6653","1.7973"
"","201.0000","6.6988","1.7956"
"","202.0000","6.7319","1.7938"
"","203.0000","6.7653","1.7919"
"","204.0000","6.7987","1.7901"
"","205.0000","6.8319","1.7882"
"","206.0000","6.8654","1.7864"
"","207.0000","6.8986","1.7845"
"","208.0000","6.9319","1.7826"
"","209.0000","6.9653","1.7808"
"","210.0000","6.9986","1.7788"
"","211.0000","7.0319","1.7768"
"","212.0000","7.0652","1.7749"
"","213.0000","7.0985","1.7729"
"","214.0000","7.1320","1.7711"
"","215.0000","7.1653","1.7690"
"","216.0000","7.1986","1.7670"
"","217.0000","7.2319","1.7649"
"","218.0000","7.2653","1.7631"
"","219.0000","7.2987","1.7612"
"","220.0000","7.3320","1.7592"
"","221.0000","7.3652","1.7571"
"","222.0000","7.3987","1.7552"
"","223.0000","7.4320","1.7532"
"","224.0000","7.4654","1.7513"
"","225.0000","7.4989","1.7493"
"","226.0000","7.5320","1.7474"
"","227.0000","7.5654","1.7455"
"","228.0000","7.5987","1.7436"
"","229.0000","7.6320","1.7416"
"","230.0000","7.6655","1.7398"
"","231.0000","7.6986","1.7378"
"","232.0000","7.7319","1.7359"
"","233.0000","7.7654","1.7342"
"","234.0000","7.7987","1.7323"
"","235.0000","7.8320","1.7306"
"","236.0000","7.8652","1.7287"
"","237.0000","7.8986","1.7270"
"","238.0000","7.9319","1.7251"
"","239.0000","7.9652","1.7234"
"","240.0000","7.9986","1.7218"
"","241.0000","8.0319","1.7201"
"","242.0000","8.0653","1.7184"
"","243.0000","8.0986","1.7168"
"","244.0000","8.1320","1.7152"
"","245.0000","8.1653","1.7135"
"","246.0000","8.1986","1.7117"
"","247.0000","8.2319","1.7102"
"","248.0000","8.2653","1.7086"
"","249.0000","8.2988","1.7072"
"","250.0000","8.3319","1.7056"
"","251.0000","8.3653","1.7041"
"","252.0000","8.3988","1.7028"
"","253.0000","8.4321","1.7012"
"","254.0000","8.4654","1.6998"
"","255.0000","8.4987","1.6983"
"","256.0000","8.5319","1.6970"
"","257.0000","8.5654","1.6956"
"","258.0000","8.5987","1.6942"
"","259.0000","8.6319","1.6927"
"","260.0000","8.6654","1.6915"
"","261.0000","8.6987","1.6901"
"","262.0000","8.7319","1.6887"
"","263.0000","8.7654","1.6875"
"","264.0000","8.7985","1.6863"
"","265.0000","8.8319","1.6850"
"","266.0000","8.8652","1.6836"
"","267.0000","8.8985","1.6823"
"","268.0000","8.9321","1.6812"
"","269.0000","8.9652","1.6798"
"","270.0000","8.9986","1.6788"
"","271.0000","9.0320","1.6776"
"","272.0000","9.0653","1.6763"
"","273.0000","9.0987","1.6754"
"","274.0000","9.1319","1.6741"
"","275.0000","9.1653","1.6730"
"","276.0000","9.1988","1.6718"
"","277.0000","9.2320","1.6707"
"","278.0000","9.2654","1.6698"
"","279.0000","9.2988","1.6686"
"","280.0000","9.3321","1.6675"
"","281.0000","9.3654","1.6665"
"","282.0000","9.3987","1.6654"
"","283.0000","9.4319","1.6643"
"","284.0000","9.4653","1.6632"
"","285.0000","9.4986","1.6622"
"","286.0000","9.5319","1.6611"
"","287.0000","9.5654","1.6602"
"","288.0000","9.5986","1.6591"
"","289.0000","9.6319","1.6581"
"","290.0000","9.6653","1.6571"
"","291.0000","9.6986","1.6562"
"","292.0000","9.7319","1.6551"
"","293.0000","9.7651","1.6542"
"","294.0000","9.7985","1.6533"
"","295.0000","9.8320","1.6524"
"","296.0000","9.8653","1.6514"
"","297.0000","9.8986","1.6505"
"","298.0000","9.9319","1.6496"
"","299.0000","9.9653","1.6488"
"","300.0000","9.9987","1.6480"
"","301.0000","10.0320","1.6471"
"","302.0000","10.0653","1.6461"
"","303.0000","10.0987","1.6454"
"","304.0000","10.1320","1.6444"
"","305.0000","10.1654","1.6436"
"","306.0000","10.1989","1.6428"
"","307.0000","10.2320","1.6419"
"","308.0000","10.2654","1.6410"
"","309.0000","10.2987","1.6402"
"","310.0000","10.3320","1.6393"
"","311.0000","10.3654","1.6384"
"","312.0000","10.3986","1.6376"
"","313.0000","10.4319","1.6369"
"","314.0000","10.4654","1.6361"
"","315.0000","10.4987","1.6353"
"","316.0000","10.5319","1.6344"
"","317.0000","10.5652","1.6337"
"","318.0000","10.5986","1.6330"
"","319.0000","10.6319","1.6322"
"","320.0000","10.6652","1.6314"
"","321.0000","10.6986","1.6306"
"","322.0000","10.7319","1.6299"
"","323.0000","10.7653","1.6292"
"","324.0000","10.7986","1.6285"
"","325.0000","10.8320","1.6279"
"","326.0000","10.8652","1.6271"
"","327.0000","10.8986","1.6262"
"","328.0000","10.9319","1.6257"
"","329.0000","10.9653","1.6250"
"","330.0000","10.9988","1.6243"
"","331.0000","11.0319","1.6235"
"","332.0000","11.0654","1.6227"
"","333.0000","11.0988","1.6221"
"","334.0000","11.1321","1.6215"
"","335.0000","11.1654","1.6207"
"","336.0000","11.1987","1.6199"
"","337.0000","11.2319","1.6193"
"","338.0000","11.2654","1.6187"
"","339.0000","11.2987","1.6181"
"","340.0000","11.3319","1.6172"
"","341.0000","11.3653","1.6168"
"","342.0000","11.3987","1.6161"
"","343.0000","11.4319","1.6154"
"","344.0000","11.4653","1.6148"
"","345.0000","11.4985","1.6140"
"","346.0000","11.5318","1.6133"
"","347.0000","11.5652","1.6128"
"","348.0000","11.5985","1.6120"
"","349.0000","11.6321","1.6116"
"","350.0000","11.6652","1.6108"
"","351.0000","11.6986","1.6103"
"","352.0000","11.7320","1.6097"
"","353.0000","11.7653","1.6091"
"","354.0000","11.7987","1.6086"
"","355.0000","11.8319","1.6080"
"","356.0000","11.8652","1.6075"
"","357.0000","11.8988","1.6068"
"","358.0000","11.9320","1.6061"
"","359.0000","11.9654","1.6056"
"","360.0000","11.9988","1.6050"
"","361.0000","12.0321","1.6045"
"","362.0000","12.0654","1.6039"
"","363.0000","12.0987","1.6034"
"","364.0000","12.1319","1.6028"
"","365.0000","12.1653","1.6022"
"","366.0000","12.1986","1.6015"
"","367.0000","12.2319","1.6009"
"","368.0000","12.2655","1.6005"
"","369.0000","12.2986","1.5999"
"","370.0000","12.3319","1.5993"
"","371.0000","12.3653","1.5988"
"","372.0000","12.3986","1.5983"
"","373.0000","12.4320","1.5977"
"","374.0000","12.4651","1.5971"
"","375.0000","12.4985","1.5966"
"","376.0000","12.5320","1.5961"
"","377.0000","12.5653","1.5955"
"","378.0000","12.5986","1.5951"
"","379.0000","12.6320","1.5946"
"","380.0000","12.6653","1.5939"
"","381.0000","12.6987","1.5935"
"","382.0000","12.7320","1.5931"
"","383.0000","12.7653","1.5925"
"","384.0000","12.7987","1.5920"
"","385.0000","12.8320","1.5914"
"","386.0000","12.8654","1.5909"
"","387.0000","12.8989","1.5906"
"","388.0000","12.9320","1.5900"
"","389.0000","12.9654","1.5896"
"","390.0000","12.9987","1.5890"
"","391.0000","13.0319","1.5887"
"","392.0000","13.0655","1.5881"
"","393.0000","13.0986","1.5875"
"","394.0000","13.1320","1.5870"
"","395.0000","13.1654","1.5867"
"","396.0000","13.1987","1.5861"
"","397.0000","13.2320","1.5858"
"","398.0000","13.2652","1.5851"
"","399.0000","13.2986","1.5848"
"","400.0000","13.3319","1.5842"
"","401.0000","13.3652","1.5837"
"","402.0000","13.3986","1.5831"
"","403.0000","13.4319","1.5828"
"","404.0000","13.4653","1.5824"
"","405.0000","13.4986","1.5818"
"","406.0000","13.5320","1.5816"
"","407.0000","13.5653","1.5811"
"","408.0000","13.5986","1.5806"
"","409.0000","13.6320","1.5803"
"","410.0000","13.6652","1.5797"
"","411.0000","13.6988","1.5794"
"","412.0000","13.7320","1.5789"
"","413.0000","13.7654","1.5785"
"","414.0000","13.7988","1.5783"
"","415.0000","13.8321","1.5779"
"","416.0000","13.8654","1.5775"
"","417.0000","13.8987","1.5770"
"","418.0000","13.9319","1.5766"
"","419.0000","13.9654","1.5762"
"","420.0000","13.9987","1.5758"
"","421.0000","14.0319","1.5754"
"","422.0000","14.0654","1.5750"
"","423.0000","14.0987","1.5746"
"","424.0000","14.1319","1.5741"
"","425.0000","14.1653","1.5738"
"","426.0000","14.1985","1.5734"
"","427.0000","14.2319","1.5730"
"","428.0000","14.2652","1.5724"
"","429.0000","14.2985","1.5721"
"","430.0000","14.3321","1.5719"
"","431.0000","14.3652","1.5713"
"","432.0000","14.3986","1.5710"
"","433.0000","14.4320","1.5707"
"","434.0000","14.4653","1.5703"
"","435.0000","14.4987","1.5700"
"","436.0000","14.5319","1.5694"
"","437.0000","14.5653","1.5690"
"","438.0000","14.5988","1.5688"
"","439.0000","14.6320","1.5683"
"","440.0000","14.6654","1.5678"
"","441.0000","14.6988","1.5676"
"","442.0000","14.7321","1.5671"
"","443.0000","14.7654","1.5667"
"","444.0000","14.7987","1.5664"
"","445.0000","14.8319","1.5660"
"","446.0000","14.8653","1.5656"
"","447.0000","14.8986","1.5652"
"","448.0000","14.9319","1.5648"
"","449.0000","14.9654","1.5645"
"","450.0000","14.9986","1.5641"
"","451.0000","15.0319","1.5637"
"","452.0000","15.0653","1.5634"
"","453.0000","15.0986","1.5630"
"","454.0000","15.1320","1.5625"
"","455.0000","15.1651","1.5621"
"","456.0000","15.1986","1.5618"
"","457.0000","15.2320","1.5615"
"","458.0000","15.2653","1.5610"
"","459.0000","15.2986","1.5609"
"","460.0000","15.3320","1.5605"
"","461.0000","15.3653","1.5602"
"","462.0000","15.3987","1.5598"
"","463.0000","15.4320","1.5595"
"","464.0000","15.4652","1.5591"
"","465.0000","15.4987","1.5588"
"","466.0000","15.5320","1.5583"
"","467.0000","15.5654","1.5580"
"","468.0000","15.5989","1.5578"
"","469.0000","15.6320","1.5573"
"","470.0000","15.6654","1.5571"
"","471.0000","15.6987","1.5567"
"","472.0000","15.7320","1.5564"
"","473.0000","15.7655","1.5561"
"","474.0000","15.7986","1.5556"
"","475.0000","15.8319","1.5553"
"","476.0000","15.8654","1.5549"
"","477.0000","15.8987","1.5548"
"","478.0000","15.9320","1.5544"
"","479.0000","15.9652","1.5540"
"","480.0000","15.9986","1.5537"
"","481.0000","16.0319","1.5534"
"","482.0000","16.0652","1.5531"
"","483.0000","16.0985","1.5526"
"","484.0000","16.1320","1.5523"
"","485.0000","16.1653","1.5520"
"","486.0000","16.1986","1.5516"
"","487.0000","16.2320","1.5514"
"","488.0000","16.2653","1.5509"
"","489.0000","16.2986","1.5506"
"","490.0000","16.3319","1.5501"
"","491.0000","16.3653","1.5498"
"","492.0000","16.3988","1.5495"
"","493.0000","16.4320","1.5492"
"","494.0000","16.4654","1.5489"
"","495.0000","16.4988","1.5485"
"","496.0000","16.5321","1.5482"
"","497.0000","16.5654","1.5477"
"","498.0000","16.5987","1.5475"
"","499.0000","16.6319","1.5472"
"","500.0000","16.6654","1.5468"
"","501.0000","16.6987","1.5465"
"","502.0000","16.7319","1.5460"
"","503.0000","16.7654","1.5457"
"","504.0000","16.7986","1.5454"
"","505.0000","16.8319","1.5451"
"","506.0000","16.8653","1.5449"
"","507.0000","16.8985","1.5445"
"","508.0000","16.9319","1.5441"
"","509.0000","16.9652","1.5437"
"","510.0000","16.9985","1.5436"
"","511.0000","17.0320","1.5434"
"","512.0000","17.0652","1.5429"
"","513.0000","17.0986","1.5426"
"","514.0000","17.1320","1.5425"
"","515.0000","17.1653","1.5421"
"","516.0000","17.1987","1.5419"
"","517.0000","17.2318","1.5415"
"","518.0000","17.2653","1.5413"
"","519.0000","17.2988","1.5410"
"","520.0000","17.3320","1.5406"
"","521.0000","17.3654","1.5403"
"","522.0000","17.3988","1.5400"
"","523.0000","17.4321","1.5396"
"","524.0000","17.4654","1.5393"
"","525.0000","17.4987","1.5392"
"","526.0000","17.5319","1.5388"
"","527.0000","17.5653","1.5383"
"","528.0000","17.5986","1.5382"
"","529.0000","17.6320","1.5377"
"","530.0000","17.6654","1.5375"
"","531.0000","17.6986","1.5371"
"","532.0000","17.7319","1.5369"
"","533.0000","17.7653","1.5367"
"","534.0000","17.7986","1.5364"
"","535.0000","17.8320","1.5362"
"","536.0000","17.8652","1.5357"
"","537.0000","17.8985","1.5356"
"","538.0000","17.9319","1.5353"
"","539.0000","17.9653","1.5351"
"","540.0000","17.9986","1.5347"
"","541.0000","18.0320","1.5344"
"","542.0000","18.0653","1.5342"
"","543.0000","18.0987","1.5339"
"","544.0000","18.1320","1.5337"
"","545.0000","18.1652","1.5334"
"","546.0000","18.1987","1.5333"
"","547.0000","18.2320","1.5329"
"","548.0000","18.2654","1.5327"
"","549.0000","18.2989","1.5326"
"","550.0000","18.3320","1.5320"
"","551.0000","18.3654","1.5319"
"","552.0000","18.3987","1.5316"
"","553.0000","18.4320","1.5313"
"","554.0000","18.4654","1.5310"
"","555.0000","18.4986","1.5305"
"","556.0000","18.5319","1.5304"
"","557.0000","18.5654","1.5301"
"","558.0000","18.5987","1.5298"
"","559.0000","18.6320","1.5297"
"","560.0000","18.6652","1.5293"
"","561.0000","18.6986","1.5291"
"","562.0000","18.7319","1.5288"
"","563.0000","18.7652","1.5286"
"","564.0000","18.7985","1.5281"
"","565.0000","18.8320","1.5280"
"","566.0000","18.8653","1.5278"
"","567.0000","18.8986","1.5276"
"","568.0000","18.9320","1.5275"
"","569.0000","18.9653","1.5272"
"","570.0000","18.9986","1.5268"
"","571.0000","19.0319","1.5266"
"","572.0000","19.0653","1.5263"
"","573.0000","19.0988","1.5262"
"","574.0000","19.1319","1.5258"
"","575.0000","19.1654","1.5258"
"","576.0000","19.1988","1.5255"
"","577.0000","19.2321","1.5253"
"","578.0000","19.2654","1.5250"
"","579.0000","19.2987","1.5247"
"","580.0000","19.3320","1.5245"
"","581.0000","19.3654","1.5243"
"","582.0000","19.3987","1.5240"
"","583.0000","19.4319","1.5236"
"","584.0000","19.4653","1.5234"
"","585.0000","19.4987","1.5232"
"","586.0000","19.5319","1.5230"
"","587.0000","19.5654","1.5227"
"","588.0000","19.5985","1.5224"
"","589.0000","19.6319","1.5221"
"","590.0000","19.6652","1.5219"
"","591.0000","19.6985","1.5216"
"","592.0000","19.7320","1.5214"
"","593.0000","19.7652","1.5211"
"","594.0000","19.7986","1.5208"
"","595.0000","19.8320","1.5207"
"","596.0000","19.8653","1.5204"
"","597.0000","19.8987","1.5203"
"","598.0000","19.9319","1.5200"
"","599.0000","19.9653","1.5196"
"","600.0000","19.9988","1.5193"
"","601.0000","20.0320","1.5190"
"","602.0000","20.0654","1.5188"
"","603.0000","20.0988","1.5186"
"","604.0000","20.1321","1.5182"
"","605.0000","20.1653","1.5179"
"","606.0000","20.1988","1.5176"
"","607.0000","20.2319","1.5174"
"","608.0000","20.2654","1.5170"
"","609.0000","20.2986","1.5167"
"","610.0000","20.3319","1.5164"
"","611.0000","20.3654","1.5160"
"","612.0000","20.3986","1.5155"
"","613.0000","20.4319","1.5153"
"","614.0000","20.4652","1.5149"
"","615.0000","20.4986","1.5147"
"","616.0000","20.5319","1.5143"
"","617.0000","20.5651","1.5139"
"","618.0000","20.5985","1.5135"
"","619.0000","20.6320","1.5133"
"","620.0000","20.6653","1.5128"
"","621.0000","20.6987","1.5124"
"","622.0000","20.7319","1.5119"
"","623.0000","20.7653","1.5114"
"","624.0000","20.7986","1.5109"
"","625.0000","20.8320","1.5103"
"","626.0000","20.8652","1.5095"
"","627.0000","20.8987","1.5088"
"","628.0000","20.9320","1.5079"
"","629.0000","20.9654","1.5067"
"","630.0000","20.9989","1.5044"
"","630.5570","21.0182","0.1738"

