 Sample   Time     Encoder 1 Pos   Encoder 2 Pos   Control Effort
  9923   87.860           -2484           -2479         -0.4774;
  9924   87.869           -2484           -2479          0.0849;
  9925   87.878           -2485           -2479          0.3919;
  9926   87.886           -2484           -2479         -0.4408;
  9927   87.895           -2484           -2479         -0.0018;
  9928   87.904           -2485           -2479          0.4414;
  9929   87.913           -2484           -2479         -0.3907;
  9930   87.922           -2484           -2479         -0.0867;
  9931   87.931           -2485           -2479          0.4774;
  9932   87.940           -2484           -2479         -0.3297;
  9933   87.948           -2484           -2479         -0.1691;
  9934   87.957           -2485           -2479          0.4963;
  9935   87.966           -2484           -2479         -0.2607;
  9936   87.975           -2484           -2479         -0.2460;
  9937   87.984           -2484           -2479          0.4982;
  9938   87.993           -2484           -2479         -0.1850;
  9939   88.002           -2484           -2479         -0.3156;
  9940   88.010           -2484           -2479          0.4829;
  9941   88.019           -2484           -2479         -0.1062;
  9942   88.028           -2484           -2479         -0.3773;
  9943   88.037           -2484           -2479          0.4524;
  9944   88.046           -2484           -2479         -0.0250;
  9945   88.055           -2484           -2479         -0.4274;
  9946   88.064           -2484           -2479          0.4090;
  9947   88.072           -2484           -2479          0.0556;
  9948   88.081           -2484           -2479         -0.4658;
  9949   88.090           -2484           -2479          0.3553;
  9950   88.099           -2484           -2479          0.1337;
  9951   88.108           -2484           -2479         -0.4908;
  9952   88.117           -2484           -2479          0.2937;
  9953   88.126           -2485           -2479          0.2082;
  9954   88.134           -2484           -2479         -0.5006;
  9955   88.143           -2484           -2479          0.2259;
  9956   88.152           -2485           -2479          0.2772;
  9957   88.161           -2484           -2479         -0.4945;
  9958   88.170           -2484           -2479          0.1532;
  9959   88.179           -2485           -2479          0.3394;
  9960   88.188           -2484           -2479         -0.4737;
  9961   88.196           -2484           -2479          0.0788;
  9962   88.205           -2484           -2479          0.3932;
  9963   88.214           -2484           -2479         -0.4414;
  9964   88.223           -2484           -2479          0.0037;
  9965   88.232           -2485           -2479          0.4371;
  9966   88.241           -2484           -2479         -0.3987;
  9967   88.249           -2484           -2479         -0.0708;
  9968   88.258           -2485           -2479          0.4701;
  9969   88.267           -2484           -2479         -0.3474;
  9970   88.276           -2484           -2479         -0.1435;
  9971   88.285           -2485           -2479          0.4915;
  9972   88.294           -2484           -2479         -0.2894;
  9973   88.303           -2484           -2479         -0.2125;
  9974   88.311           -2485           -2479          0.5000;
  9975   88.320           -2484           -2479         -0.2265;
  9976   88.329           -2484           -2479         -0.2759;
  9977   88.338           -2484           -2479          0.4945;
  9978   88.347           -2484           -2479         -0.1600;
  9979   88.356           -2484           -2479         -0.3339;
  9980   88.365           -2484           -2479          0.4768;
  9981   88.373           -2484           -2479         -0.0916;
  9982   88.382           -2484           -2479         -0.3846;
  9983   88.391           -2484           -2479          0.4487;
  9984   88.400           -2484           -2479         -0.0220;
  9985   88.409           -2484           -2479         -0.4274;
  9986   88.418           -2484           -2479          0.4115;
  9987   88.427           -2484           -2479          0.0470;
  9988   88.435           -2484           -2479         -0.4609;
  9989   88.444           -2484           -2479          0.3669;
  9990   88.453           -2484           -2479          0.1142;
  9991   88.462           -2484           -2479         -0.4847;
  9992   88.471           -2484           -2479          0.3162;
  9993   88.480           -2484           -2479          0.1783;
  9994   88.489           -2484           -2479         -0.4976;
  9995   88.497           -2484           -2479          0.2607;
  9996   88.506           -2485           -2479          0.2393;
  9997   88.515           -2484           -2479         -0.5000;
  9998   88.524           -2484           -2479          0.2021;
  9999   88.533           -2485           -2479          0.2955;
 10000   88.542           -2484           -2479         -0.4908;
 10001   88.551           -2484           -2479          0.1404;
 10002   88.559           -2485           -2479          0.3462;
 10003   88.568           -2484           -2479         -0.4725;
 10004   88.577           -2484           -2479          0.0781;
 10005   88.586           -2484           -2479          0.3907;
 10006   88.595           -2484           -2479         -0.4457;
 10007   88.604           -2484           -2479          0.0153;
 10008   88.613           -2485           -2479          0.4286;
 10009   88.621           -2484           -2479         -0.4115;
 10010   88.630           -2484           -2479         -0.0470;
 10011   88.639           -2485           -2479          0.4591;
 10012   88.648           -2484           -2479         -0.3712;
 10013   88.657           -2484           -2479         -0.1074;
 10014   88.666           -2485           -2479          0.4811;
 10015   88.674           -2484           -2479         -0.3266;
 10016   88.683           -2484           -2479         -0.1654;
 10017   88.692           -2485           -2479          0.4951;
 10018   88.701           -2484           -2479         -0.2772;
 10019   88.710           -2484           -2479         -0.2210;
 10020   88.719           -2484           -2479          0.5000;
 10021   88.728           -2484           -2479         -0.2259;
 10022   88.736           -2484           -2479         -0.2729;
 10023   88.745           -2484           -2479          0.4957;
 10024   88.754           -2484           -2479         -0.1722;
 10025   88.763           -2484           -2479         -0.3205;
 10026   88.772           -2484           -2479          0.4835;
 10027   88.781           -2484           -2479         -0.1172;
 10028   88.790           -2484           -2479         -0.3632;
 10029   88.798           -2484           -2479          0.4640;
 10030   88.807           -2484           -2479         -0.0617;
 10031   88.816           -2484           -2479         -0.4011;
 10032   88.825           -2484           -2479          0.4389;
 10033   88.834           -2484           -2479         -0.0061;
 10034   88.843           -2484           -2479         -0.4328;
 10035   88.852           -2484           -2479          0.4078;
 10036   88.860           -2484           -2479          0.0482;
 10037   88.869           -2484           -2479         -0.4591;
 10038   88.878           -2484           -2479          0.3730;
 10039   88.887           -2484           -2479          0.1013;
 10040   88.896           -2484           -2479         -0.4792;
 10041   88.905           -2484           -2479          0.3339;
 10042   88.914           -2484           -2479          0.1526;
 10043   88.922           -2484           -2479         -0.4927;
 10044   88.931           -2484           -2479          0.2924;
 10045   88.940           -2485           -2479          0.2015;
 10046   88.949           -2484           -2479         -0.4994;
 10047   88.958           -2484           -2479          0.2485;
 10048   88.967           -2485           -2479          0.2479;
 10049   88.976           -2484           -2479         -0.4994;
 10050   88.984           -2484           -2479          0.2027;
 10051   88.993           -2484           -2479          0.2906;
 10052   89.002           -2484           -2479         -0.4933;
 10053   89.011           -2484           -2479          0.1563;
 10054   89.020           -2484           -2479          0.3303;
 10055   89.029           -2484           -2479         -0.4811;
 10056   89.038           -2484           -2479          0.1093;
 10057   89.046           -2484           -2479          0.3663;
 10058   89.055           -2484           -2479         -0.4640;
 10059   89.064           -2484           -2479          0.0617;
 10060   89.073           -2484           -2479          0.3980;
 10061   89.082           -2484           -2479         -0.4426;
 10062   89.091           -2484           -2479          0.0153;
 10063   89.099           -2484           -2479          0.4255;
 10064   89.108           -2484           -2479         -0.4176;
 10065   89.117           -2484           -2479         -0.0311;
 10066   89.126           -2484           -2479          0.4493;
 10067   89.135           -2484           -2479         -0.3895;
 10068   89.144           -2484           -2479         -0.0757;
 10069   89.153           -2485           -2479          0.4683;
 10070   89.161           -2484           -2479         -0.3584;
 10071   89.170           -2484           -2479         -0.1197;
 10072   89.179           -2485           -2479          0.4829;
 10073   89.188           -2484           -2479         -0.3254;
 10074   89.197           -2484           -2479         -0.1612;
 10075   89.206           -2485           -2479          0.4933;
 10076   89.215           -2484           -2479         -0.2912;
 10077   89.223           -2484           -2479         -0.2015;
 10078   89.232           -2485           -2479          0.4988;
 10079   89.241           -2484           -2479         -0.2552;
 10080   89.250           -2484           -2479         -0.2393;
 10081   89.259           -2484           -2479          0.4994;
 10082   89.268           -2484           -2479         -0.2186;
 10083   89.277           -2484           -2479         -0.2747;
 10084   89.285           -2484           -2479          0.4963;
 10085   89.294           -2484           -2479         -0.1813;
 10086   89.303           -2484           -2479         -0.3077;
 10087   89.312           -2484           -2479          0.4890;
 10088   89.321           -2484           -2479         -0.1441;
 10089   89.330           -2484           -2479         -0.3382;
 10090   89.339           -2484           -2479          0.4786;
 10091   89.347           -2484           -2479         -0.1068;
 10092   89.356           -2484           -2479         -0.3663;
 10093   89.365           -2484           -2479          0.4646;
 10094   89.374           -2484           -2479         -0.0696;
 10095   89.383           -2484           -2479         -0.3919;
 10096   89.392           -2484           -2479          0.4487;
 10097   89.401           -2484           -2479         -0.0330;
 10098   89.409           -2484           -2479         -0.4145;
 10099   89.418           -2484           -2479          0.4304;
 10100   89.427           -2484           -2479          0.0031;
 10101   89.436           -2484           -2479         -0.4341;
 10102   89.445           -2484           -2479          0.4103;
 10103   89.454           -2484           -2479          0.0379;
 10104   89.463           -2484           -2479         -0.4518;
 10105   89.471           -2484           -2479          0.3889;
 10106   89.480           -2484           -2479          0.0714;
 10107   89.489           -2484           -2479         -0.4658;
 10108   89.498           -2484           -2479          0.3663;
 10109   89.507           -2484           -2479          0.1044;
 10110   89.516           -2484           -2479         -0.4780;
 10111   89.524           -2484           -2479          0.3419;
 10112   89.533           -2484           -2479          0.1355;
 10113   89.542           -2484           -2479         -0.4872;
 10114   89.551           -2484           -2479          0.3181;
 10115   89.560           -2484           -2479          0.1654;
 10116   89.569           -2484           -2479         -0.4939;
 10117   89.578           -2484           -2479          0.2930;
 10118   89.586           -2484           -2479          0.1941;
 10119   89.595           -2484           -2479         -0.4982;
 10120   89.604           -2484           -2479          0.2674;
 10121   89.613           -2485           -2479          0.2216;
 10122   89.622           -2484           -2479         -0.5000;
 10123   89.631           -2484           -2479          0.2424;
 10124   89.640           -2484           -2479          0.2473;
 10125   89.648           -2484           -2479         -0.5000;
 10126   89.657           -2484           -2479          0.2167;
 10127   89.666           -2484           -2479          0.2717;
 10128   89.675           -2484           -2479         -0.4976;
 10129   89.684           -2484           -2479          0.1917;
 10130   89.693           -2485           -2479          0.2943;
 10131   89.702           -2484           -2479         -0.4939;
 10132   89.710           -2484           -2479          0.1667;
 10133   89.719           -2485           -2479          0.3150;
 10134   89.728           -2484           -2479         -0.4884;
 10135   89.737           -2484           -2479          0.1422;
 10136   89.746           -2484           -2479          0.3352;
 10137   89.755           -2484           -2479         -0.4817;
 10138   89.764           -2484           -2479          0.1184;
 10139   89.772           -2484           -2479          0.3535;
 10140   89.781           -2484           -2479         -0.4737;
 10141   89.790           -2484           -2479          0.0952;
 10142   89.799           -2484           -2479          0.3700;
 10143   89.808           -2484           -2479         -0.4652;
 10144   89.817           -2484           -2479          0.0726;
 10145   89.826           -2484           -2479          0.3858;
 10146   89.834           -2484           -2479         -0.4554;
 10147   89.843           -2484           -2479          0.0507;
 10148   89.852           -2484           -2479          0.3993;
 10149   89.861           -2484           -2479         -0.4457;
 10150   89.870           -2484           -2479          0.0299;
 10151   89.879           -2484           -2479          0.4121;
 10152   89.888           -2484           -2479         -0.4353;
 10153   89.896           -2484           -2479          0.0092;
 10154   89.905           -2484           -2479          0.4237;
 10155   89.914           -2484           -2479         -0.4249;
 10156   89.923           -2484           -2479         -0.0098;
 10157   89.932           -2484           -2479          0.4341;
 10158   89.941           -2484           -2479         -0.4139;
 10159   89.949           -2484           -2479         -0.0281;
 10160   89.958           -2485           -2479          0.4438;
 10161   89.967           -2484           -2479         -0.4029;
 10162   89.976           -2484           -2479         -0.0458;
 10163   89.985           -2484           -2479          0.4518;
 10164   89.994           -2484           -2479         -0.3919;
 10165   90.003           -2484           -2479         -0.0623;
 10166   90.011           -2484           -2479          0.4591;
 10167   90.020           -2484           -2479         -0.3816;
 10168   90.029           -2484           -2479         -0.0781;
 10169   90.038           -2484           -2479          0.4652;
 10170   90.047           -2484           -2479         -0.3706;
 10171   90.056           -2484           -2479         -0.0928;
 10172   90.065           -2485           -2479          0.4713;
 10173   90.073           -2484           -2479         -0.3608;
 10174   90.082           -2484           -2479         -0.1068;
 10175   90.091           -2485           -2479          0.4762;
 10176   90.100           -2484           -2479         -0.3510;
 10177   90.109           -2484           -2479         -0.1197;
 10178   90.118           -2485           -2479          0.4799;
 10179   90.127           -2484           -2479         -0.3413;
 10180   90.135           -2484           -2479         -0.1319;
 10181   90.144           -2485           -2479          0.4835;
 10182   90.153           -2484           -2479         -0.3321;
 10183   90.162           -2484           -2479         -0.1429;
 10184   90.171           -2485           -2479          0.4866;
 10185   90.180           -2484           -2479         -0.3242;
 10186   90.189           -2484           -2479         -0.1526;
 10187   90.197           -2485           -2479          0.4890;
 10188   90.206           -2484           -2479         -0.3162;
 10189   90.215           -2484           -2479         -0.1618;
 10190   90.224           -2485           -2479          0.4915;
 10191   90.233           -2484           -2479         -0.3089;
 10192   90.242           -2484           -2479         -0.1703;
 10193   90.251           -2485           -2479          0.4927;
 10194   90.259           -2484           -2479         -0.3022;
 10195   90.268           -2484           -2479         -0.1777;
 10196   90.277           -2485           -2479          0.4945;
 10197   90.286           -2484           -2479         -0.2961;
 10198   90.295           -2484           -2479         -0.1844;
 10199   90.304           -2485           -2479          0.4951;
 10200   90.313           -2484           -2479         -0.2906;
 10201   90.321           -2484           -2479         -0.1905;
 10202   90.330           -2484           -2479          0.4963;
 10203   90.339           -2484           -2479         -0.2863;
 10204   90.348           -2484           -2479         -0.1954;
 10205   90.357           -2484           -2479          0.4969;
 10206   90.366           -2484           -2479         -0.2821;
 10207   90.374           -2484           -2479         -0.1990;
 10208   90.383           -2484           -2479          0.4976;
 10209   90.392           -2484           -2479         -0.2790;
 10210   90.401           -2484           -2479         -0.2021;
 10211   90.410           -2484           -2479          0.4976;
 10212   90.419           -2484           -2479         -0.2766;
 10213   90.428           -2484           -2479         -0.2045;
 10214   90.436           -2484           -2479          0.4982;
 10215   90.445           -2484           -2479         -0.2747;
 10216   90.454           -2484           -2479         -0.2063;
 10217   90.463           -2484           -2479          0.4982;
 10218   90.472           -2484           -2479         -0.2741;
 10219   90.481           -2484           -2479         -0.2076;
 10220   90.490           -2484           -2479          0.4982;
 10221   90.498           -2484           -2479         -0.2735;
 10222   90.507           -2484           -2479         -0.2076;
 10223   90.516           -2484           -2479          0.4982;
 10224   90.525           -2484           -2479         -0.2741;
 10225   90.534           -2484           -2479         -0.2063;
 10226   90.543           -2484           -2479          0.4982;
 10227   90.552           -2484           -2479         -0.2753;
 10228   90.560           -2484           -2479         -0.2045;
 10229   90.569           -2484           -2479          0.4976;
 10230   90.578           -2484           -2479         -0.2772;
 10231   90.587           -2484           -2479         -0.2021;
 10232   90.596           -2484           -2479          0.4969;
 10233   90.605           -2484           -2479         -0.2802;
 10234   90.614           -2484           -2479         -0.1990;
 10235   90.622           -2484           -2479          0.4969;
 10236   90.631           -2484           -2479         -0.2833;
 10237   90.640           -2484           -2479         -0.1954;
 10238   90.649           -2485           -2479          0.4963;
 10239   90.658           -2484           -2479         -0.2875;
 10240   90.667           -2484           -2479         -0.1905;
 10241   90.676           -2484           -2479          0.4951;
 10242   90.684           -2484           -2479         -0.2930;
 10243   90.693           -2484           -2479         -0.1844;
 10244   90.702           -2484           -2479          0.4945;
 10245   90.711           -2484           -2479         -0.2985;
 10246   90.720           -2484           -2479         -0.1777;
 10247   90.729           -2485           -2479          0.4933;
 10248   90.738           -2484           -2479         -0.3046;
 10249   90.746           -2484           -2479         -0.1703;
 10250   90.755           -2485           -2479          0.4915;
 10251   90.764           -2484           -2479         -0.3114;
 10252   90.773           -2484           -2479         -0.1618;
 10253   90.782           -2485           -2479          0.4896;
 10254   90.791           -2484           -2479         -0.3187;
 10255   90.799           -2484           -2479         -0.1526;
 10256   90.808           -2484           -2479          0.4872;
 10257   90.817           -2484           -2479         -0.3266;
 10258   90.826           -2484           -2479         -0.1422;
 10259   90.835           -2484           -2479          0.4847;
 10260   90.844           -2484           -2479         -0.3352;
 10261   90.853           -2484           -2479         -0.1313;
 10262   90.861           -2484           -2479          0.4811;
 10263   90.870           -2484           -2479         -0.3443;
 10264   90.879           -2484           -2479         -0.1190;
 10265   90.888           -2484           -2479          0.4774;
 10266   90.897           -2484           -2479         -0.3541;
 10267   90.906           -2484           -2479         -0.1062;
 10268   90.915           -2484           -2479          0.4725;
 10269   90.923           -2484           -2479         -0.3639;
 10270   90.932           -2484           -2479         -0.0928;
 10271   90.941           -2484           -2479          0.4670;
 10272   90.950           -2484           -2479         -0.3742;
 10273   90.959           -2484           -2479         -0.0781;
 10274   90.968           -2484           -2479          0.4609;
 10275   90.977           -2484           -2479         -0.3852;
 10276   90.985           -2484           -2479         -0.0623;
 10277   90.994           -2484           -2479          0.4542;
 10278   91.003           -2484           -2479         -0.3962;
 10279   91.012           -2484           -2479         -0.0452;
 10280   91.021           -2484           -2479          0.4463;
 10281   91.030           -2484           -2479         -0.4066;
 10282   91.039           -2484           -2479         -0.0281;
 10283   91.047           -2484           -2479          0.4371;
 10284   91.056           -2484           -2479         -0.4176;
 10285   91.065           -2484           -2479         -0.0092;
 10286   91.074           -2484           -2479          0.4274;
 10287   91.083           -2484           -2479         -0.4286;
 10288   91.092           -2484           -2479          0.0098;
 10289   91.101           -2484           -2479          0.4164;
 10290   91.109           -2484           -2479         -0.4389;
 10291   91.118           -2484           -2479          0.0305;
 10292   91.127           -2484           -2479          0.4035;
 10293   91.136           -2484           -2479         -0.4493;
 10294   91.145           -2484           -2479          0.0513;
 10295   91.154           -2484           -2479          0.3901;
 10296   91.163           -2484           -2479         -0.4591;
 10297   91.171           -2484           -2479          0.0733;
 10298   91.180           -2484           -2479          0.3748;
 10299   91.189           -2484           -2479         -0.4683;
 10300   91.198           -2484           -2479          0.0958;
 10301   91.207           -2484           -2479          0.3584;
 10302   91.216           -2484           -2479         -0.4768;
 10303   91.224           -2484           -2479          0.1190;
 10304   91.233           -2484           -2479          0.3407;
 10305   91.242           -2484           -2479         -0.4841;
 10306   91.251           -2484           -2479          0.1429;
 10307   91.260           -2484           -2479          0.3217;
 10308   91.269           -2484           -2479         -0.4902;
 10309   91.278           -2484           -2479          0.1673;
 10310   91.286           -2484           -2479          0.3010;
 10311   91.295           -2484           -2479         -0.4957;
 10312   91.304           -2484           -2479          0.1923;
 10313   91.313           -2484           -2479          0.2790;
 10314   91.322           -2484           -2479         -0.4988;
 10315   91.331           -2484           -2479          0.2173;
 10316   91.340           -2484           -2479          0.2552;
 10317   91.348           -2484           -2479         -0.5000;
 10318   91.357           -2484           -2479          0.2424;
 10319   91.366           -2484           -2479          0.2295;
 10320   91.375           -2484           -2479         -0.5000;
 10321   91.384           -2484           -2479          0.2680;
 10322   91.393           -2484           -2479          0.2027;
 10323   91.402           -2484           -2479         -0.4969;
 10324   91.410           -2484           -2479          0.2937;
 10325   91.419           -2484           -2479          0.1746;
 10326   91.428           -2484           -2479         -0.4921;
 10327   91.437           -2484           -2479          0.3181;
 10328   91.446           -2484           -2479          0.1447;
 10329   91.455           -2484           -2479         -0.4841;
 10330   91.464           -2484           -2479          0.3425;
 10331   91.472           -2484           -2479          0.1142;
 10332   91.481           -2484           -2479         -0.4737;
 10333   91.490           -2484           -2479          0.3663;
 10334   91.499           -2484           -2479          0.0818;
 10335   91.508           -2484           -2479         -0.4615;
 10336   91.517           -2484           -2479          0.3889;
 10337   91.526           -2484           -2479          0.0482;
 10338   91.534           -2484           -2479         -0.4457;
 10339   91.543           -2484           -2479          0.4109;
 10340   91.552           -2484           -2479          0.0134;
 10341   91.561           -2484           -2479         -0.4274;
 10342   91.570           -2484           -2479          0.4310;
 10343   91.579           -2484           -2479         -0.0220;
 10344   91.588           -2484           -2479         -0.4066;
 10345   91.596           -2484           -2479          0.4493;
 10346   91.605           -2484           -2479         -0.0580;
 10347   91.614           -2484           -2479         -0.3834;
 10348   91.623           -2484           -2479          0.4652;
 10349   91.632           -2484           -2479         -0.0946;
 10350   91.641           -2484           -2479         -0.3571;
 10351   91.649           -2484           -2479          0.4786;
 10352   91.658           -2484           -2479         -0.1319;
 10353   91.667           -2484           -2479         -0.3278;
 10354   91.676           -2484           -2479          0.4890;
 10355   91.685           -2484           -2479         -0.1697;
 10356   91.694           -2484           -2479         -0.2967;
 10357   91.703           -2484           -2479          0.4963;
 10358   91.711           -2484           -2479         -0.2070;
 10359   91.720           -2484           -2479         -0.2625;
 10360   91.729           -2484           -2479          0.4994;
 10361   91.738           -2484           -2479         -0.2436;
 10362   91.747           -2484           -2479         -0.2259;
 10363   91.756           -2484           -2479          0.4988;
 10364   91.765           -2484           -2479         -0.2796;
 10365   91.773           -2484           -2479         -0.1874;
 10366   91.782           -2484           -2479          0.4927;
 10367   91.791           -2484           -2479         -0.3150;
 10368   91.800           -2484           -2479         -0.1471;
 10369   91.809           -2484           -2479          0.4829;
 10370   91.818           -2484           -2479         -0.3486;
 10371   91.827           -2484           -2479         -0.1044;
 10372   91.835           -2484           -2479          0.4683;
 10373   91.844           -2484           -2479         -0.3797;
 10374   91.853           -2484           -2479         -0.0604;
 10375   91.862           -2484           -2479          0.4487;
 10376   91.871           -2484           -2479         -0.4090;
 10377   91.880           -2484           -2479         -0.0147;
 10378   91.889           -2484           -2479          0.4249;
 10379   91.897           -2484           -2479         -0.4353;
 10380   91.906           -2484           -2479          0.0317;
 10381   91.915           -2484           -2479          0.3974;
 10382   91.924           -2484           -2479         -0.4573;
 10383   91.933           -2484           -2479          0.0788;
 10384   91.942           -2484           -2479          0.3657;
 10385   91.951           -2484           -2479         -0.4762;
 10386   91.959           -2484           -2479          0.1258;
 10387   91.968           -2484           -2479          0.3297;
 10388   91.977           -2484           -2479         -0.4896;
 10389   91.986           -2484           -2479          0.1728;
 10390   91.995           -2484           -2479          0.2900;
 10391   92.004           -2484           -2479         -0.4982;
 10392   92.013           -2484           -2479          0.2186;
 10393   92.021           -2484           -2479          0.2466;
 10394   92.030           -2484           -2479         -0.5006;
 10395   92.039           -2484           -2479          0.2637;
 10396   92.048           -2484           -2479          0.2009;
 10397   92.057           -2484           -2479         -0.4957;
 10398   92.066           -2484           -2479          0.3071;
 10399   92.074           -2484           -2479          0.1514;
 10400   92.083           -2484           -2479         -0.4841;
 10401   92.092           -2484           -2479          0.3480;
 10402   92.101           -2484           -2479          0.1001;
 10403   92.110           -2484           -2479         -0.4664;
 10404   92.119           -2484           -2479          0.3858;
 10405   92.128           -2484           -2479          0.0476;
 10406   92.136           -2484           -2479         -0.4420;
 10407   92.145           -2484           -2479          0.4194;
 10408   92.154           -2484           -2479         -0.0073;
 10409   92.163           -2484           -2479         -0.4121;
 10410   92.172           -2484           -2479          0.4481;
 10411   92.181           -2484           -2479         -0.0623;
 10412   92.190           -2484           -2479         -0.3755;
 10413   92.198           -2484           -2479          0.4719;
 10414   92.207           -2484           -2479         -0.1178;
 10415   92.216           -2484           -2479         -0.3346;
 10416   92.225           -2484           -2479          0.4884;
 10417   92.234           -2484           -2479         -0.1728;
 10418   92.243           -2484           -2479         -0.2882;
 10419   92.252           -2484           -2479          0.4982;
 10420   92.260           -2484           -2479         -0.2271;
 10421   92.269           -2484           -2479         -0.2381;
 10422   92.278           -2484           -2479          0.4988;
 10423   92.287           -2484           -2479         -0.2784;
 10424   92.296           -2484           -2479         -0.1838;
 10425   92.305           -2485           -2479          0.4908;
 10426   92.314           -2484           -2479         -0.3272;
 10427   92.322           -2484           -2479         -0.1258;
 10428   92.331           -2484           -2479          0.4744;
 10429   92.340           -2484           -2479         -0.3718;
 10430   92.349           -2484           -2479         -0.0659;
 10431   92.358           -2484           -2479          0.4493;
 10432   92.367           -2484           -2479         -0.4121;
 10433   92.376           -2484           -2479         -0.0043;
 10434   92.384           -2484           -2479          0.4158;
 10435   92.393           -2484           -2479         -0.4463;
 10436   92.402           -2484           -2479          0.0586;
 10437   92.411           -2484           -2479          0.3761;
 10438   92.420           -2484           -2479         -0.4725;
 10439   92.429           -2484           -2479          0.1209;
 10440   92.438           -2484           -2479          0.3291;
 10441   92.446           -2484           -2479         -0.4908;
 10442   92.455           -2484           -2479          0.1832;
 10443   92.464           -2484           -2479          0.2766;
 10444   92.473           -2484           -2479         -0.5000;
 10445   92.482           -2484           -2479          0.2424;
 10446   92.491           -2484           -2479          0.2186;
 10447   92.499           -2484           -2479         -0.4976;
 10448   92.508           -2484           -2479          0.2991;
 10449   92.517           -2484           -2479          0.1563;
 10450   92.526           -2484           -2479         -0.4841;
 10451   92.535           -2484           -2479          0.3516;
 10452   92.544           -2484           -2479          0.0910;
 10453   92.553           -2484           -2479         -0.4603;
 10454   92.561           -2484           -2479          0.3980;
 10455   92.570           -2484           -2479          0.0226;
 10456   92.579           -2484           -2479         -0.4261;
 10457   92.588           -2484           -2479          0.4377;
 10458   92.597           -2484           -2479         -0.0464;
 10459   92.606           -2484           -2479         -0.3834;
 10460   92.615           -2484           -2479          0.4695;
 10461   92.623           -2484           -2479         -0.1154;
 10462   92.632           -2484           -2479         -0.3327;
 10463   92.641           -2484           -2479          0.4902;
 10464   92.650           -2484           -2479         -0.1838;
 10465   92.659           -2484           -2479         -0.2747;
 10466   92.668           -2484           -2479          0.4994;
 10467   92.677           -2484           -2479         -0.2491;
 10468   92.685           -2484           -2479         -0.2112;
 10469   92.694           -2484           -2479          0.4957;
 10470   92.703           -2484           -2479         -0.3107;
 10471   92.712           -2484           -2479         -0.1422;
 10472   92.721           -2484           -2479          0.4780;
 10473   92.730           -2484           -2479         -0.3663;
 10474   92.739           -2484           -2479         -0.0696;
 10475   92.747           -2484           -2479          0.4487;
 10476   92.756           -2484           -2479         -0.4151;
 10477   92.765           -2484           -2479          0.0049;
 10478   92.774           -2484           -2479          0.4078;
 10479   92.783           -2484           -2479         -0.4542;
 10480   92.792           -2484           -2479          0.0800;
 10481   92.801           -2484           -2479          0.3571;
 10482   92.809           -2484           -2479         -0.4829;
 10483   92.818           -2484           -2479          0.1551;
 10484   92.827           -2484           -2479          0.2979;
 10485   92.836           -2484           -2479         -0.4982;
 10486   92.845           -2484           -2479          0.2271;
 10487   92.854           -2484           -2479          0.2308;
 10488   92.863           -2484           -2479         -0.4988;
 10489   92.871           -2484           -2479          0.2949;
 10490   92.880           -2484           -2479          0.1575;
 10491   92.889           -2484           -2479         -0.4835;
 10492   92.898           -2484           -2479          0.3565;
 10493   92.907           -2484           -2479          0.0800;
 10494   92.916           -2484           -2479         -0.4536;
 10495   92.924           -2484           -2479          0.4103;
 10496   92.933           -2484           -2479          0.0000;
 10497   92.942           -2484           -2479         -0.4109;
 10498   92.951           -2484           -2479          0.4530;
 10499   92.960           -2484           -2479         -0.0812;
 10500   92.969           -2484           -2479         -0.3565;
 10501   92.978           -2484           -2479          0.4829;
 10502   92.986           -2484           -2479         -0.1606;
 10503   92.995           -2484           -2479         -0.2924;
 10504   93.004           -2484           -2479          0.4982;
 10505   93.013           -2484           -2479         -0.2375;
 10506   93.022           -2484           -2479         -0.2198;
 10507   93.031           -2484           -2479          0.4963;
 10508   93.040           -2484           -2479         -0.3089;
 10509   93.048           -2484           -2479         -0.1404;
 10510   93.057           -2484           -2479          0.4768;
 10511   93.066           -2484           -2479         -0.3730;
 10512   93.075           -2484           -2479         -0.0568;
 10513   93.084           -2484           -2479          0.4408;
 10514   93.093           -2484           -2479         -0.4267;
 10515   93.102           -2484           -2479          0.0293;
 10516   93.110           -2484           -2479          0.3907;
 10517   93.119           -2484           -2479         -0.4676;
 10518   93.128           -2484           -2479          0.1148;
 10519   93.137           -2484           -2479          0.3284;
 10520   93.146           -2484           -2479         -0.4927;
 10521   93.155           -2484           -2479          0.1984;
 10522   93.164           -2484           -2479          0.2552;
 10523   93.172           -2484           -2479         -0.5000;
 10524   93.181           -2484           -2479          0.2778;
 10525   93.190           -2484           -2479          0.1740;
 10526   93.199           -2484           -2479         -0.4872;
 10527   93.208           -2484           -2479          0.3486;
 10528   93.217           -2484           -2479          0.0873;
 10529   93.226           -2484           -2479         -0.4554;
 10530   93.234           -2484           -2479          0.4096;
 10531   93.243           -2484           -2479         -0.0031;
 10532   93.252           -2484           -2479         -0.4072;
 10533   93.261           -2484           -2479          0.4573;
 10534   93.270           -2484           -2479         -0.0940;
 10535   93.279           -2484           -2479         -0.3443;
 10536   93.288           -2484           -2479          0.4884;
 10537   93.296           -2484           -2479         -0.1832;
 10538   93.305           -2484           -2479         -0.2692;
 10539   93.314           -2484           -2479          0.5000;
 10540   93.323           -2484           -2479         -0.2674;
 10541   93.332           -2484           -2479         -0.1850;
 10542   93.341           -2484           -2479          0.4890;
